Parks,William Nickerson Gardens Park,http://www.laparks.org/dos/reccenter/facility/williamNickersonRC.htm,33.932182,-118.246727
Recreation Centers,Panorama City Recreation Center,http://www.laparks.org/dos/reccenter/facility/panoramaRC.htm,34.22673102,-118.4413338
Tennis Courts,Loren Miller Tennis Courts,http://www.laparks.org/dos/reccenter/facility/lorenMillerRC.htm,34.030545,-118.303731
Skate Parks,Sunland Skate Park,http://www.laparks.org/dos/parks/skateparks/sunlandSkatePk.htm,34.25987785,-118.3220099
Outdoor Fitness Equipment,Van Ness Park,http://www.laparks.org/dos/reccenter/facility/vanNessRC.htm,33.99082417,-118.319119
Parks,Benny H. Potter West Adams Avenues Memorial Park,http://www.laparks.org/dos/parks/facility/bennyHPotterPk.htm,34.035039,-118.318677
Skate Parks,Pedlow Skate Park,http://www.laparks.org/dos/parks/skateparks/pedlowSkatePk.htm,34.185931,-118.511611
Parks,Irving Schachter Park,http://www.laparks.org/dos/parks/facility/irvingSchachterPk.htm,34.040044,-118.398926
Parks,Greayer's Oak Park,,34.09059,-118.212182
Parks,Griffith Park - Old Zoo Picnic Area,http://www.laparks.org/dos/parks/facility/griffithPk.htm,34.135456,-118.286337
Parks,Hollywood Park,http://www.laparks.org/dos/reccenter/facility/hollywoodRC.htm,34.09132457,-118.3297572
Tennis Courts,Mar Vista Tennis Courts,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,34.01785493,-118.4294632
Parks,Watts Cultural Crescent,,33.940048,-118.242452
